source,destination
19,64
22,99
2,11
12,43
22,108
13,44
19,57
3,15
19,66
4,23
22,101
1,8
22,110
10,38
17,53
20,79
19,59
0,0
3,17
19,68
21,96
22,103
8,34
20,72
20,81
19,61
0,2
3,19
21,89
15,48
5,25
11,41
20,74
20,83
6,29
19,63
21,91
4,20
22,98
12,42
1,5
18,55
2,13
9,37
20,76
19,56
6,31
21,84
21,93
4,22
16,51
1,7
17,52
20,78
3,16
21,86
7,32
21,95
1,9
22,105
14,46
10,39
20,71
20,80
3,18
21,88
21,97
0,4
2,10
5,27
22,107
8,35
11,40
20,73
20,82
6,28
21,90
15,49
19,65
18,54
22,100
2,12
22,109
9,36
20,75
6,30
13,45
19,58
4,21
21,92
16,50
19,67
1,6
22,102
2,14
22,111
20,77
21,85
19,60
21,94
0,1
19,69
5,24
22,104
20,70
21,87
7,33
19,62
0,3
5,26
22,106
14,47
