source,destination
50,107
15,30
4,9
58,129
64,142
25,50
5,10
85,183
12,25
81,176
22,44
11,23
29,59
65,143
13,26
75,163
19,39
50,109
55,123
62,138
59,130
3,6
18,37
36,73
72,157
79,172
2,4
20,40
82,177
9,19
26,53
69,152
10,20
43,87
6,13
53,119
86,186
50,111
27,54
56,124
89,191
16,33
34,69
52,117
59,132
76,166
37,74
0,0
49,103
60,133
23,47
41,83
77,167
66,146
84,182
44,88
7,14
87,187
50,113
30,61
48,97
51,114
73,160
49,105
14,28
32,64
21,43
57,127
1,3
42,84
50,106
80,174
39,78
28,57
46,93
64,141
71,156
49,98
12,24
61,136
35,71
78,170
19,38
50,108
55,122
62,137
68,150
5,11
49,100
85,184
26,52
33,67
69,151
17,34
53,118
34,68
40,81
76,165
3,7
83,180
49,102
24,48
67,147
41,82
47,95
84,181
10,21
90,194
31,62
38,77
56,125
74,161
63,140
48,96
4,8
37,75
58,128
49,104
60,134
21,42
1,2
45,91
81,175
8,17
70,154
88,190
11,22
29,58
44,89
54,121
28,56
46,92
15,31
51,115
18,36
36,72
25,51
32,65
61,135
79,171
35,70
9,18
42,85
22,45
65,144
43,86
6,12
39,79
68,149
13,27
86,185
75,164
50,110
16,32
49,99
52,116
59,131
72,158
33,66
2,5
20,41
82,178
23,46
66,145
40,80
50,112
83,179
27,55
89,192
49,101
30,60
73,159
0,1
47,94
57,126
90,193
17,35
77,168
38,76
63,139
7,15
80,173
87,188
24,49
71,155
67,148
45,90
8,16
70,153
14,29
88,189
54,120
31,63
78,169
74,162
