source,destination
75,161
52,104
55,121
15,30
4,9
59,128
72,155
25,50
79,170
5,10
12,25
82,175
22,44
54,113
11,23
29,59
50,100
68,148
13,26
86,184
19,39
89,189
3,6
18,37
36,73
93,198
2,4
20,40
9,19
26,53
77,165
66,144
10,20
43,87
84,180
6,13
55,116
87,185
27,54
16,33
34,69
37,74
73,158
0,0
91,194
94,199
54,108
57,125
23,47
41,83
44,88
80,172
7,14
55,118
98,208
64,139
71,154
30,61
48,97
92,195
88,188
14,28
32,64
21,43
1,3
42,84
78,168
96,204
55,120
99,209
62,135
95,202
39,78
28,57
46,93
79,169
49,98
85,182
12,24
69,149
35,71
53,107
86,183
19,38
63,136
76,163
83,178
5,11
60,130
93,197
67,145
26,52
33,67
84,179
90,192
17,34
50,101
55,115
56,123
74,159
34,68
51,102
63,138
40,81
3,7
58,126
91,193
97,206
24,48
81,173
41,82
70,152
47,95
10,21
54,110
98,207
55,117
87,186
31,62
38,77
71,153
48,96
4,8
37,75
61,133
94,200
21,42
1,2
45,91
8,17
78,167
96,203
54,112
11,22
29,58
44,89
65,142
62,134
68,147
28,56
46,92
75,162
52,105
15,31
85,181
59,129
92,196
18,36
36,72
72,156
25,51
32,65
35,70
53,106
9,18
42,85
82,176
22,45
54,114
66,143
99,210
43,86
6,12
39,79
13,27
83,177
89,190
16,32
49,99
73,157
33,66
69,150
2,5
20,41
57,124
90,191
23,46
77,166
56,122
63,137
80,171
40,80
76,164
27,55
97,205
60,131
30,60
67,146
0,1
70,151
88,187
47,94
54,109
17,35
38,76
74,160
51,103
7,15
55,119
95,201
58,127
64,140
24,49
61,132
45,90
81,174
8,16
14,29
54,111
65,141
31,63
